listPrice,rent,livingArea,rooms,published,constructionYear,objectType,booliId,soldDate,soldPrice,soldPriceSource,url,floor,additionalArea,apartmentNumber,plotArea,location.address.streetAddress,location.position.latitude,location.position.longitude,location.position.isApproximate,location.region.municipalityName,location.region.countyName,location.distance.ocean,source.name,source.id,source.type,source.url
2695000,2595,39,2,2018-04-17 23:06:04,1936,Lägenhet,2353845,2018-05-01,2610000,bid,https://www.booli.se/annons/2353845,3,NA,NA,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
6650000,4990,97,4,2018-01-13 09:41:44,1935,Lägenhet,3070240,2018-02-15,6000000,bid,https://www.booli.se/annons/3070240,3,0,NA,NA,Ekhagsvägen 9,59.3720466,18.0549855,TRUE,Stockholm,Stockholms län,136,Notar,1566,Broker,http://www.notar.se/
2495000,2712,44,2,2018-02-02 14:09:15,1935,Lägenhet,3082673,2018-02-15,2750000,bid,https://www.booli.se/annons/3082673,0,0,0904,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
2995000,2979,50,2.5,2018-01-26 18:30:21,1935,Lägenhet,3031449,2018-02-09,3310000,bid,https://www.booli.se/annons/3031449,1,NA,NA,NA,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
3650000,2835,60.9,2,2017-11-17 17:50:10,1968,Lägenhet,3036006,2018-01-09,3650000,bid,https://www.booli.se/annons/3036006,6,NA,1602,NA,Docentbacken 11,59.37142064,18.05760116,NA,Stockholm,Stockholms län,196,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
4060000,4191,71,2.5,2017-12-01 15:24:46,1935,Lägenhet,3052811,2017-12-20,4060000,bid,https://www.booli.se/annons/3052811,2,0,1204,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Notar,1566,Broker,http://www.notar.se/
1995000,1880,31,2,2017-11-18 16:56:07,1936,Lägenhet,3045712,2017-12-05,2450000,bid,https://www.booli.se/annons/3045712,0,0,NA,NA,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Notar,1566,Broker,http://www.notar.se/
5400000,3834,93.4,4,2017-10-27 18:41:18,1968,Lägenhet,3029353,2017-11-11,5400000,bid,https://www.booli.se/annons/3029353,1,0,NA,NA,Docentbacken 13,59.3715256,18.0573378,TRUE,Stockholm,Stockholms län,354,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
3475000,2965,64,2,2017-09-25 14:37:54,1968,Lägenhet,2406519,2017-11-01,3475000,bid,https://www.booli.se/annons/2406519,6,0,NA,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
3500000,3018,59,2,2017-10-08 22:00:34,1939,Lägenhet,3009093,2017-10-31,3450000,bid,https://www.booli.se/annons/3009093,2,0,NA,NA,Ekhagsvägen 4,59.3713881,18.0550922,TRUE,Stockholm,Stockholms län,186,Notar,1566,Broker,http://www.notar.se/
2575000,2596,39,1.5,2017-10-13 18:02:02,1934,Lägenhet,3017655,2017-10-29,2600000,bid,https://www.booli.se/annons/3017655,3,0,NA,NA,Ekhagsvägen 4,59.3713881,18.0550922,TRUE,Stockholm,Stockholms län,186,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
2500000,1400,35,1,2017-09-08 15:22:24,1936,Lägenhet,2405043,2017-10-06,2560000,bid,https://www.booli.se/annons/2405043,0,0,1003,NA,Torphagsvägen 4,59.37148,18.05388,NA,Stockholm,Stockholms län,218,HusmanHagberg,1610,Broker,http://www.husmanhagberg.se/
2350000,2232,37,2,2017-09-15 20:52:01,1935,Lägenhet,2411825,2017-10-06,2610000,bid,https://www.booli.se/annons/2411825,2,0,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Notar,1566,Broker,http://www.notar.se/
3495000,2270,56,2,2017-09-15 12:22:35,1935,Lägenhet,2410363,2017-09-28,3950000,bid,https://www.booli.se/annons/2410363,1,NA,1102,NA,Torphagsvägen 4,59.37148,18.05388,NA,Stockholm,Stockholms län,218,Vision Fastighetsmäkleri AB,1613,Broker,http://www.visionfastighetsmakleri.se/
5095000,4829,85,4,2017-08-30 13:37:32,1935,Lägenhet,2389859,2017-09-12,5450000,bid,https://www.booli.se/annons/2389859,1,NA,NA,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
4390000,3806,76,3,2017-07-19 10:24:25,1935,Lägenhet,2370691,2017-09-06,4500000,bid,https://www.booli.se/annons/2370691,0,0,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Notar,1566,Broker,http://www.notar.se/
2595000,2232,37,1,2017-07-28 13:02:18,1939,Lägenhet,2374010,2017-09-01,2715000,bid,https://www.booli.se/annons/2374010,1,NA,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
2750000,2554,46.5,2,2017-07-13 11:58:16,NA,Lägenhet,2171797,2017-08-25,3060000,bid,https://www.booli.se/annons/2171797,0,0,NA,NA,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Notar,1566,Broker,http://www.notar.se/
7200000,4472,104,3.5,2017-08-07 15:31:58,1969,Lägenhet,2208553,2017-08-14,7200000,bid,https://www.booli.se/annons/2208553,6,NA,NA,NA,Docentbacken 9,59.37124248,18.05782092,NA,Stockholm,Stockholms län,218,Mäklarcentrum,1517,Broker,http://www.maklar-centrum.se/
5995000,4990,97,4,2017-06-25 13:40:05,1935,Lägenhet,2359557,2017-07-08,7500000,bid,https://www.booli.se/annons/2359557,3,0,NA,NA,Ekhagsvägen 9,59.3720466,18.0549855,TRUE,Stockholm,Stockholms län,136,Notar,1566,Broker,http://www.notar.se/
2850000,3096,52,2,2017-04-12 18:40:30,1935,Lägenhet,2300092,2017-06-12,2850000,bid,https://www.booli.se/annons/2300092,1,0,1104,NA,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Notar,1566,Broker,http://www.notar.se/
1750000,1144,25,1,2017-05-18 16:20:57,1936,Lägenhet,2330886,2017-06-01,2210000,bid,https://www.booli.se/annons/2330886,0,0,NA,NA,Torphagsvägen 4,59.37148,18.05388,NA,Stockholm,Stockholms län,218,HusmanHagberg,1610,Broker,http://www.husmanhagberg.se/
4300000,3183,70,3,2017-05-08 21:17:48,1969,Lägenhet,2319132,2017-05-24,4375000,bid,https://www.booli.se/annons/2319132,3,NA,NA,NA,Docentbacken 1A,59.3705294,18.058738,TRUE,Stockholm,Stockholms län,308,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
3975000,2452,57,2,2017-05-03 17:17:48,1935,Lägenhet,2314649,2017-05-22,4210000,bid,https://www.booli.se/annons/2314649,1,0,1002,NA,Ekhagsvägen 11,59.3725786,18.0550844,TRUE,Stockholm,Stockholms län,68,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
4500000,3948,80,3,2017-05-03 00:36:35,1939,Lägenhet,2314198,2017-05-18,4650000,bid,https://www.booli.se/annons/2314198,2,NA,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Karlsson & Uddare,1619,Broker,http://www.karlssonuddare.se/
3295000,2663,54,2,2017-04-27 17:16:27,1935,Lägenhet,2298034,2017-05-14,3340000,bid,https://www.booli.se/annons/2298034,1,NA,NA,0,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
3295000,1919,48,2,2017-04-21 19:46:26,1935,Lägenhet,2306524,2017-05-12,3375000,bid,https://www.booli.se/annons/2306524,2,0,1104,NA,Ekhagsvägen 11,59.3725786,18.0550844,TRUE,Stockholm,Stockholms län,68,Notar,1566,Broker,http://www.notar.se/
6995000,6088,114,5,2017-05-05 15:59:12,1936,Lägenhet,2317450,2017-05-11,7700000,bid,https://www.booli.se/annons/2317450,3,NA,NA,0,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Notar,1566,Broker,http://www.notar.se/
2250000,2488,39,2,2017-04-14 15:24:32,1937,Lägenhet,2302822,2017-04-28,2810000,bid,https://www.booli.se/annons/2302822,1,NA,1102,NA,Ekhagsvägen 4,59.3713881,18.0550922,TRUE,Stockholm,Stockholms län,186,SkandiaMäklarna,1570,Broker,http://www.skandiamaklarna.se/
3600000,3216,65,2.5,2017-03-10 20:18:35,1935,Lägenhet,2277471,2017-03-23,3880000,bid,https://www.booli.se/annons/2277471,2,NA,1203,0,Ekhagsvägen 5,59.37161719,18.05471583,NA,Stockholm,Stockholms län,186,Notar,1566,Broker,http://www.notar.se/
2250000,2134,35,2,2017-02-13 00:20:36,1935,Lägenhet,2257927,2017-03-06,2520000,bid,https://www.booli.se/annons/2257927,NA,NA,1001,0,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Notar,1566,Broker,http://www.notar.se/
5495000,5192,95,4,2017-02-11 20:44:38,1936,Lägenhet,2257846,2017-03-02,6500000,bid,https://www.booli.se/annons/2257846,NA,NA,NA,0,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Notar,1566,Broker,http://www.notar.se/
6995000,5967,121,4,2017-01-27 23:41:33,1935,Lägenhet,2248632,2017-02-15,6600000,bid,https://www.booli.se/annons/2248632,3,NA,1301,0,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
3800000,2785,60.3,2,2016-12-30 17:32:22,NA,Lägenhet,2229821,2017-01-19,3800000,bid,https://www.booli.se/annons/2229821,1,NA,NA,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
3750000,3421,69,2,2016-09-02 17:37:26,NA,Lägenhet,2132930,2016-09-19,3750000,bid,https://www.booli.se/annons/2132930,1,NA,1103,0,Ekhagsvägen 4,59.3713881,18.0550922,TRUE,Stockholm,Stockholms län,186,Notar,1566,Broker,http://www.notar.se/
2495000,2413,37,1,2016-08-05 14:15:19,1935,Lägenhet,2093764,2016-08-26,2525000,bid,https://www.booli.se/annons/2093764,1,NA,1103,NA,Åminnevägen 19,59.37103271,18.0540565,NA,Stockholm,Stockholms län,260,ERA,1562,Broker,http://www.erasweden.com/
3495000,3052,47,2,2016-07-31 06:06:54,NA,Lägenhet,2145197,2016-08-15,3375000,bid,https://www.booli.se/annons/2145197,2,NA,NA,0,Torphagsvägen 12,59.3722528,18.0531737,TRUE,Stockholm,Stockholms län,171,Notar,1566,Broker,http://www.notar.se/
1890000,1464,24,1,2016-06-11 08:55:51,1935,Lägenhet,2125576,2016-06-21,2450000,bid,https://www.booli.se/annons/2125576,3,NA,1305,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,HusmanHagberg,1610,Broker,http://www.husmanhagberg.se/
2495000,2394,38,2,2016-04-22 09:13:43,1935,Lägenhet,2082909,2016-05-17,3150000,bid,https://www.booli.se/annons/2082909,3,NA,NA,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Notar,1566,Broker,http://www.notar.se/
2775000,2733,56,2,2016-04-09 08:34:13,1935,Lägenhet,2073014,2016-05-12,3850000,bid,https://www.booli.se/annons/2073014,1,NA,1102,NA,Torphagsvägen 4,59.37148,18.05388,NA,Stockholm,Stockholms län,218,Vision Fastighetsmäkleri AB,1613,Broker,http://www.visionfastighetsmakleri.se/
3395000,3151,70,2,2016-04-15 17:33:28,1968,Lägenhet,2077891,2016-04-29,3575000,bid,https://www.booli.se/annons/2077891,NA,NA,NA,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Notar,1566,Broker,http://www.notar.se/
1795000,1374,23,1,2016-04-15 19:10:49,1935,Lägenhet,2078171,2016-04-28,2300000,bid,https://www.booli.se/annons/2078171,1,NA,1105,NA,Ekhagsvägen 10,59.3719665,18.0554221,TRUE,Stockholm,Stockholms län,135,Notar,1566,Broker,http://www.notar.se/
1895000,1522,26.9,1,2016-04-01 22:56:37,1968,Lägenhet,2067384,2016-04-19,2300000,bid,https://www.booli.se/annons/2067384,2,NA,1203,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Notar,1566,Broker,http://www.notar.se/
2495000,2614,53,2,2016-02-05 18:36:23,1935,Lägenhet,2032970,2016-04-18,2600000,bid,https://www.booli.se/annons/2032970,1,NA,NA,0,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
5295000,4251,98,4,2016-03-24 22:06:47,1968,Lägenhet,2063862,2016-04-12,5500000,bid,https://www.booli.se/annons/2063862,4,NA,1403,NA,Docentbacken 7,59.3711498,18.0581425,TRUE,Stockholm,Stockholms län,229,Notar,1566,Broker,http://www.notar.se/
4950000,4160,97,3,2016-02-17 03:27:16,NA,Lägenhet,2039348,2016-03-02,5700000,bid,https://www.booli.se/annons/2039348,1,NA,1101,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
8500000,5848,152,5,2016-02-05 03:26:36,NA,Lägenhet,2032766,2016-02-23,9250000,bid,https://www.booli.se/annons/2032766,1,3,1102,NA,Torphagsvägen 22,59.3731519,18.0536815,TRUE,Stockholm,Stockholms län,67,Notar,1566,Broker,http://www.notar.se/
3500000,2785,60.3,2,2016-01-29 17:55:27,1968,Lägenhet,2029887,2016-02-23,3550000,bid,https://www.booli.se/annons/2029887,NA,NA,NA,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Notar,1566,Broker,http://www.notar.se/
2250000,2471,38,1,2016-01-15 23:03:21,NA,Lägenhet,2023093,2016-02-18,2635000,bid,https://www.booli.se/annons/2023093,1,NA,1101,NA,Åminnevägen 19,59.37103271,18.0540565,NA,Stockholm,Stockholms län,260,Notar,1566,Broker,http://www.notar.se/
2250000,2152,37,1.5,2016-01-09 01:17:15,1935,Lägenhet,2007312,2016-02-18,2600000,bid,https://www.booli.se/annons/2007312,NA,NA,NA,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Notar,1566,Broker,http://www.notar.se/
2995000,2798,48,2,2015-12-29 14:41:44,1935,Lägenhet,2015654,2016-02-01,3205000,bid,https://www.booli.se/annons/2015654,NA,NA,4806,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Notar,1566,Broker,http://www.notar.se/
4295000,3595,81,3.5,2016-01-05 09:27:24,1968,Lägenhet,2017622,2016-01-25,4530000,bid,https://www.booli.se/annons/2017622,3,NA,1304,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
3995000,4089,73.5,3,2015-12-29 14:37:41,1935,Lägenhet,2013074,2016-01-25,5400000,bid,https://www.booli.se/annons/2013074,-1,NA,0903,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Notar,1566,Broker,http://www.notar.se/
5695000,4781,112,5,2016-01-08 19:10:04,1969,Lägenhet,1951894,2016-01-22,6350000,bid,https://www.booli.se/annons/1951894,6,NA,1601,NA,Docentbacken 9,59.37124248,18.05782092,NA,Stockholm,Stockholms län,218,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
1595000,1464,24,1,2016-01-07 14:51:06,1935,Lägenhet,2018259,2016-01-21,2500000,bid,https://www.booli.se/annons/2018259,3,NA,1305,NA,Ekhagsvägen 8,59.37178,18.05527,NA,Stockholm,Stockholms län,161,Notar,1566,Broker,http://www.notar.se/
6450000,7962,138,6,2015-12-31 02:44:25,1935,Lägenhet,2011370,2016-01-14,6450000,bid,https://www.booli.se/annons/2011370,2,NA,1204,NA,Torphagsvägen 6,59.3716443,18.0532349,TRUE,Stockholm,Stockholms län,225,Fastighetsbyrån,1573,Broker,http://www.fastighetsbyran.se/
3500000,2785,60,2,2015-09-30 18:02:35,NA,Lägenhet,1978735,2016-01-14,3400000,bid,https://www.booli.se/annons/1978735,1,NA,NA,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
2900000,2663,54,2,2015-12-18 16:21:31,1935,Lägenhet,2012745,2016-01-11,3100000,bid,https://www.booli.se/annons/2012745,1,NA,NA,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
2900000,2712,55,2,2015-11-06 12:54:08,1935,Lägenhet,1993677,2016-01-11,3100000,bid,https://www.booli.se/annons/1993677,1,NA,NA,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
1995000,2533,39,1.5,2015-11-29 18:30:43,1934,Lägenhet,2006704,2015-12-16,2590000,bid,https://www.booli.se/annons/2006704,3,NA,1302,0,Ekhagsvägen 4,59.3713881,18.0550922,TRUE,Stockholm,Stockholms län,186,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
2995000,2798,48,2,2015-11-05 22:42:36,1935,Lägenhet,1993284,2015-11-30,3025000,bid,https://www.booli.se/annons/1993284,NA,NA,4805,NA,Torphagsvägen 16,59.3720529,18.054052,TRUE,Stockholm,Stockholms län,164,Notar,1566,Broker,http://www.notar.se/
2950000,2584,46,2,2015-11-07 00:44:01,1935,Lägenhet,1994531,2015-11-28,3160000,bid,https://www.booli.se/annons/1994531,2,NA,1204,NA,Torphagsvägen 14,59.3721605,18.0535415,TRUE,Stockholm,Stockholms län,166,Bjurfors,1561,Broker,http://www.bjurfors.se/
3150000,3749,67,2.5,2015-10-23 23:13:22,1937,Lägenhet,1984674,2015-11-23,3350000,bid,https://www.booli.se/annons/1984674,2,NA,NA,0,Åminnevägen 15,59.3713101,18.0528835,TRUE,Stockholm,Stockholms län,254,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
3695000,2994,70,2,2015-10-09 11:24:14,1968,Lägenhet,1970514,2015-11-06,3695000,bid,https://www.booli.se/annons/1970514,NA,NA,NA,NA,Docentbacken 1A,59.3705294,18.058738,TRUE,Stockholm,Stockholms län,308,Notar,1566,Broker,http://www.notar.se/
2795000,2712,55,2,2015-09-16 17:15:32,1935,Lägenhet,1955636,2015-11-03,3050000,bid,https://www.booli.se/annons/1955636,2,NA,1303,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
5995000,5967,121,4,2015-10-20 04:01:32,1935,Lägenhet,1980065,2015-11-03,6280000,bid,https://www.booli.se/annons/1980065,2,NA,1301,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
6000000,4201,96.7,NA,2015-10-29 00:13:37,NA,Lägenhet,2010717,2015-10-29,6000000,bid,https://www.booli.se/annons/2010717,NA,NA,NA,NA,Docentbacken 3,59.3709502,18.0586253,TRUE,Stockholm,Stockholms län,264,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
2495000,2614,53,2,2015-10-02 17:21:35,1935,Lägenhet,1965993,2015-10-20,2700000,bid,https://www.booli.se/annons/1965993,NA,NA,1303,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
4695000,4537,92,3,2015-10-02 18:11:38,1935,Lägenhet,1904703,2015-10-20,4695000,bid,https://www.booli.se/annons/1904703,3,NA,NA,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
4995000,5263,95,4,2015-09-25 22:21:23,1936,Lägenhet,1962683,2015-10-15,5325000,bid,https://www.booli.se/annons/1962683,1,NA,1105,0,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Erik Olsson Fastighetsförmedling,1564,Broker,http://www.erikolsson.se/
5995000,5967,121,4,2015-09-05 17:08:14,1935,Lägenhet,1904708,2015-10-05,6000000,bid,https://www.booli.se/annons/1904708,3,NA,1301,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
2950000,2663,54,2,2015-08-21 18:16:39,1935,Lägenhet,1904702,2015-09-14,3410000,bid,https://www.booli.se/annons/1904702,3,NA,1303,NA,Torphagsvägen 10,59.3723882,18.0524828,TRUE,Stockholm,Stockholms län,181,Notar,1566,Broker,http://www.notar.se/
1995000,1885,36,1,2015-08-14 14:04:38,1968,Lägenhet,1933262,2015-09-07,2610000,bid,https://www.booli.se/annons/1933262,3,NA,1302,NA,Docentbacken 5,59.3710473,18.0583678,TRUE,Stockholm,Stockholms län,246,Notar,1566,Broker,http://www.notar.se/
2150000,2164,32,2,2015-08-11 13:09:47,1939,Lägenhet,1930664,2015-08-26,2730000,bid,https://www.booli.se/annons/1930664,2,NA,NA,NA,Ekhagsvägen 10,59.3719665,18.0554221,TRUE,Stockholm,Stockholms län,135,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
3100000,2835,61,2,2015-07-28 22:58:14,1969,Lägenhet,1859263,2015-08-20,3355000,bid,https://www.booli.se/annons/1859263,6,NA,1602,NA,Docentbacken 11,59.37142064,18.05760116,NA,Stockholm,Stockholms län,196,Länsförsäkringar Fastighetsförmedling,64,Broker,https://www.lansfast.se/
3500000,2307,57,3,2015-07-31 13:05:57,1935,Lägenhet,1914428,2015-08-14,3600000,bid,https://www.booli.se/annons/1914428,1,NA,1003,NA,Ekhagsvägen 11,59.3725786,18.0550844,TRUE,Stockholm,Stockholms län,68,Notar,1566,Broker,http://www.notar.se/
1950000,1865,31,2,2015-06-18 11:26:53,NA,Lägenhet,1908856,2015-07-02,2300000,bid,https://www.booli.se/annons/1908856,1,NA,1103,NA,Åminnevägen 17,59.37119438,18.05355191,NA,Stockholm,Stockholms län,255,Notar,1566,Broker,http://www.notar.se/
2595000,2785,60.3,2,2015-06-05 18:01:13,1968,Lägenhet,1899336,2015-06-26,2880000,bid,https://www.booli.se/annons/1899336,1,NA,NA,NA,Docentbacken 1B,59.3705635,18.0585287,TRUE,Stockholm,Stockholms län,298,Notar,1566,Broker,http://www.notar.se/
5750000,5735,105,4,2015-05-26 23:00:41,1935,Lägenhet,1890216,2015-06-14,7300000,bid,https://www.booli.se/annons/1890216,3,NA,NA,NA,Ekhagsvägen 12,59.372272100000004,18.0556589,TRUE,Stockholm,Stockholms län,101,Svensk Fastighetsförmedling,713,Broker,http://www.svenskfast.se/
